idhogar,Id,v2a1,hacdor,rooms,hacapo,v14a,refrig,v18q,v18q1,escolari,rez_esc,paredblolad,paredzocalo,paredpreb,pareddes,paredmad,pisomoscer,pisocemento,pisonotiene,pisomadera,techozinc,cielorazo,abastaguadentro,abastaguafuera,abastaguano,public,noelec,coopele,sanitario1,sanitario2,sanitario3,sanitario5,energcocinar2,energcocinar3,energcocinar4,elimbasu1,elimbasu2,elimbasu3,elimbasu5,epared1,epared2,etecho1,etecho2,eviv1,eviv2,dis,female,parentesco1,hogar_nin,hogar_adul,hogar_mayor,hogar_total,edjefe,edjefa,meaneduc,instlevel6,instlevel7,instlevel9,bedrooms,overcrowding,tipovivi1,tipovivi2,tipovivi3,tipovivi4,tipovivi5,computer,television,mobilephone,qmobilephone,lugar1,lugar2,lugar3,lugar4,lugar5,lugar6,area1,age,paga_arriendo,tiene_retraso,ed_jefe_final,sin_jefe_educado,Target
eaf319a82,ID_c094a029d,0.0,0,3,0,1,1,0,0.0,3.0,0.0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0.0,1.0,0.0,1.0,0,3,3.0,0,0,0,1,1.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,61.0,0,0,3,0,1
eaf651722,ID_efe0dafd1,200000.0,0,3,0,1,1,0,0.0,10.0,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,3.0,0.0,3.0,6,0,10.0,0,0,0,2,1.5,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,1,28.666666666666668,1,0,6,0,0
eb17f5491,ID_bdfa41ac8,0.0,0,6,0,1,1,0,0.0,8.5,0.0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,2.0,1.0,2.0,0,3,8.5,0,0,0,3,0.66666669,1,0,0,0,0,1,1,1,2,1,0,0,0,0,0,1,64.5,0,0,3,0,0
eb29961ee,ID_af659494c,0.0,0,5,0,1,1,0,0.0,10.333333333333334,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,3.0,0.0,3.0,6,0,10.333333,0,0,0,3,1.0,1,0,0,0,0,0,1,1,3,1,0,0,0,0,0,1,44.0,0,0,6,0,0
eb48e2a2b,ID_e15058b15,0.0,0,5,0,1,1,0,0.0,5.5,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1.0,3.0,0.0,4.0,0,0,4.0,1,1,0,3,1.3333334,1,0,0,0,0,0,1,1,3,0,0,0,0,0,1,1,26.25,0,1,0,1,0
eb670b632,ID_c7d5e13a2,0.0,0,5,0,1,1,0,0.0,5.666666666666667,0.0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1.0,2.0,0.0,3.0,11,0,8.5,0,0,0,3,1.0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,40.666666666666664,0,0,11,0,1
ebaa64350,ID_b13f21eaf,75000.0,0,4,0,1,1,0,0.0,8.5,0.0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0.0,2.0,0.0,2.0,9,0,8.5,0,0,0,2,1.0,0,0,1,0,0,0,1,1,2,0,0,0,1,0,0,1,32.0,1,0,9,0,0
ebedb1fd5,ID_e14cb18d2,0.0,0,7,0,1,1,0,0.0,7.8,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2.0,3.0,0.0,5.0,17,0,13.0,0,0,1,4,1.25,1,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,26.8,0,0,17,0,0
ec0e8edce,ID_a0bff0ba7,150000.0,0,3,0,1,1,0,0.0,10.0,0.0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0.0,2.0,2.0,2.0,4,0,10.0,0,0,0,1,2.0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,67.5,1,0,4,0,0
ec2936cb9,ID_ef3e3a85c,0.0,0,4,0,1,1,0,0.0,6.0,1.0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1.0,2.0,0.0,3.0,0,5,5.5,0,0,0,3,1.0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,1,1,34.0,0,1,5,0,0
ec38b9743,ID_f00f7bd6a,0.0,0,5,0,1,1,1,1.0,9.333333333333334,0.0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1.0,5.0,0.0,6.0,4,0,11.199999999999998,0,0,0,3,2.0,1,0,0,0,0,0,1,1,6,0,0,1,0,0,0,1,38.166666666666664,0,0,4,0,0
ec4cded9c,ID_a28848446,0.0,0,5,0,1,1,0,0.0,13.0,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,2.0,0.0,2.0,0,11,13.0,0,0,0,3,0.66666669,1,0,0,0,0,1,1,1,2,1,0,0,0,0,0,1,45.5,0,0,11,0,0
ec5503bc1,ID_cbafad17a,0.0,0,6,0,1,1,0,0.0,6.0,0.0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0.0,2.0,0.0,2.0,6,0,6.0,0,0,0,1,2.0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,30.5,0,0,6,0,0
ec68bb7a7,ID_7628f39af,0.0,0,5,0,1,1,0,0.0,4.5,0.0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0.0,2.0,0.0,2.0,0,5,4.5,0,0,0,2,1.0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,43.0,0,0,5,0,0
ec75650b4,ID_b956534d0,80000.0,0,4,0,1,1,0,0.0,2.0,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1.0,1.0,0.0,2.0,0,4,4.0,0,0,0,2,1.0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,16.5,1,0,4,0,1
ec7b03688,ID_cfe57b807,0.0,0,6,0,1,1,0,0.0,7.4,1.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3.0,2.0,0.0,5.0,6,0,11.0,1,0,0,4,1.25,0,0,0,0,1,0,1,1,5,1,0,0,0,0,0,1,25.4,0,1,6,0,1
ec9e8c968,ID_f78d4ee67,100000.0,0,4,0,1,0,0,0.0,6.0,3.0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,0.0,2.0,6,0,6.0,0,0,0,2,1.0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,18.0,1,1,6,0,1
eca16ff7c,ID_eaaaaa4e1,170000.0,0,4,0,1,1,0,0.0,7.5,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2.0,2.0,0.0,4.0,11,0,9.5,0,0,0,3,1.3333334,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,1,24.5,1,1,11,0,0
ecaeaa1ea,ID_f1802710d,0.0,0,3,0,1,1,0,0.0,5.666666666666667,0.0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,2.0,1.0,0.0,3.0,8,0,17.0,0,0,0,2,3.0,0,0,0,0,1,0,0,1,5,0,0,0,0,1,0,1,15.666666666666666,0,0,8,0,0
ecba19535,ID_d5c96b1bc,482800.0000000065,0,5,0,1,1,0,0.0,13.5,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,2.0,0.0,2.0,14,0,13.5,0,0,0,3,0.66666669,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,1,25.5,1,0,14,0,0
ecc08440e,ID_78f401238,0.0,0,5,0,1,1,0,0.0,6.0,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0.0,1.0,0.0,1.0,6,0,6.0,0,0,0,4,1.75,1,0,0,0,0,0,0,1,5,0,0,0,0,0,1,1,50.0,0,0,6,0,1
ecf949dc6,ID_c8e00a29a,0.0,0,6,0,1,1,1,1.0,11.0,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0.0,2.0,0.0,2.0,0,11,11.0,0,0,0,3,0.66666669,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,41.5,0,0,11,0,0
ed19e63e8,ID_ccc920272,0.0,0,5,0,1,1,0,0.0,6.0,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1.0,1.0,1.0,0,6,6.0,0,0,0,3,0.33333334,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,79.0,0,0,6,0,0
ed1c9c529,ID_f86f9d6e3,0.0,0,6,0,1,1,0,0.0,9.0,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,3.0,2.0,0.0,5.0,17,0,21.0,0,0,0,3,1.6666666,1,0,0,0,0,0,0,1,5,1,0,0,0,0,0,1,28.2,0,1,17,0,1
ed6e58135,ID_f7581dec7,0.0,0,6,0,1,1,0,0.0,7.4,1.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3.0,2.0,0.0,5.0,0,12,15.0,0,1,0,4,1.25,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,19.0,0,1,12,0,0
ed7feb934,ID_f83546bbe,0.0,0,5,0,1,1,1,1.0,6.0,0.0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1.0,2.0,0.0,3.0,5,0,9.0,0,0,0,3,1.0,1,0,0,0,0,0,1,1,4,1,0,0,0,0,0,1,32.666666666666664,0,0,5,0,0
edcf0cab1,ID_f1355afb3,0.0,0,6,0,1,0,0,0.0,2.3333333333333335,0.0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,2.0,4.0,0.0,6.0,6,0,3.5,0,0,0,3,2.0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,21.833333333333332,0,0,6,0,1
edd58bc11,ID_be5ad4cba,0.0,0,4,0,1,1,0,0.0,10.333333333333334,1.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1.0,2.0,0.0,3.0,7,0,11.5,0,0,0,2,1.5,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,29.666666666666668,0,1,7,0,0
ee0f95f07,ID_acbf2018e,0.0,0,4,0,1,1,1,2.0,8.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0.0,2.0,0.0,2.0,0,6,8.0,0,0,0,2,1.0,0,0,0,1,0,1,0,1,3,1,0,0,0,0,0,1,33.0,0,0,6,0,0
ee3d80cb6,ID_4203fd5e2,0.0,0,3,0,1,1,0,0.0,7.0,0.0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.0,1.0,1.0,7,0,7.0,0,0,0,1,1.0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,77.0,0,0,7,0,1
ee48254a8,ID_cdae4baf1,0.0,0,6,0,1,1,0,0.0,6.333333333333333,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0.0,3.0,1.0,3.0,4,0,6.333333499999999,0,0,0,3,1.0,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,54.0,0,0,4,0,1
ee4b117b0,ID_d4acfc54b,0.0,0,6,0,1,1,0,0.0,7.8,0.0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,2.0,3.0,0.0,5.0,6,0,13.0,0,0,0,4,1.25,1,0,0,0,0,0,1,1,4,1,0,0,0,0,0,0,25.0,0,0,6,0,0
ee5b77528,ID_fd6c10e25,0.0,0,5,0,1,1,0,0.0,7.666666666666667,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,3.0,0.0,3.0,6,0,7.666666499999999,0,0,0,2,1.5,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,41.333333333333336,0,0,6,0,0
ee94cc6c2,ID_c2647723e,0.0,0,6,0,1,1,0,0.0,8.75,0.0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0.0,4.0,0.0,4.0,8,0,8.75,0,0,0,4,1.75,1,0,0,0,0,0,0,1,6,1,0,0,0,0,0,1,39.5,0,0,8,0,0
eea5ff2cc,ID_acd3558a0,0.0,0,3,0,1,1,0,0.0,12.0,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.0,2.0,0.0,2.0,0,11,12.0,0,0,0,1,2.0,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,43.5,0,0,11,0,0
eed62c757,ID_ad2667a0e,0.0,0,6,0,1,1,0,0.0,17.0,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,2.0,2.0,2.0,17,0,17.0,0,0,0,3,0.66666669,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,77.5,0,0,17,0,0
eeef06344,ID_f4998b754,0.0,0,6,0,1,1,0,0.0,11.5,0.0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,2.0,2.0,2.0,6,0,11.5,0,0,0,2,1.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,77.0,0,0,6,0,0
eef1a4803,ID_fb885aa52,0.0,0,4,0,1,1,0,0.0,7.6,0.0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,2.0,3.0,0.0,5.0,9,0,12.666667,0,0,0,3,1.6666666,1,0,0,0,0,0,1,1,4,0,1,0,0,0,0,1,26.6,0,0,9,0,0
eef870fae,ID_7f2fac795,0.0,0,5,0,1,1,0,0.0,11.0,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0.0,1.0,11,0,11.0,0,0,0,3,0.33333334,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,33.0,0,0,11,0,0
eefd83417,ID_b17692e38,0.0,0,5,0,1,1,0,0.0,6.0,0.0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0.0,1.0,0.0,1.0,0,6,6.0,0,0,0,3,0.33333334,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,40.0,0,0,6,0,0
ef028a98c,ID_fb1808378,20000.0,0,4,0,1,1,0,0.0,6.0,0.0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1.0,1.0,0.0,2.0,0,11,11.0,0,0,0,2,1.0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,24.5,1,1,11,0,1
ef055dda9,ID_b6db29844,110000.0,0,6,0,1,1,1,1.0,14.333333333333334,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1.0,2.0,0.0,3.0,0,15,21.5,0,0,1,2,1.5,0,1,0,0,0,0,0,1,3,1,0,0,0,0,0,1,35.666666666666664,1,0,15,0,0
ef0e2156b,ID_8acb2824e,0.0,0,5,0,1,1,0,0.0,6.5,4.0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1.0,1.0,0.0,2.0,0,7,7.0,0,0,0,3,0.66666669,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,37.0,0,1,7,0,0
ef36375da,ID_9cce08822,482800.0000000065,0,5,0,1,1,1,1.0,14.5,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,2.0,0.0,2.0,17,0,14.5,0,0,1,2,1.0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,1,33.5,1,0,17,0,0
ef40a0b08,ID_f8b0b6121,70000.0,0,4,0,1,1,0,0.0,9.75,0.0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,2.0,2.0,0.0,4.0,0,12,16.5,0,1,0,2,2.0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,1,1,18.75,1,1,12,0,0
ef6b27244,ID_e5e921162,0.0,0,3,0,1,1,0,0.0,10.0,0.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1.0,2.0,0.0,3.0,0,8,15.0,0,0,0,1,3.0,1,0,0,0,0,0,0,1,3,0,1,0,0,0,0,1,43.333333333333336,0,0,8,0,1
ef8912167,ID_b3323da89,0.0,0,4,0,1,1,0,0.0,9.75,0.0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,4.0,0.0,4.0,7,0,9.75,0,0,0,3,1.3333334,1,0,0,0,0,0,0,1,3,0,1,0,0,0,0,1,32.5,0,0,7,0,0
efb7f2333,ID_dd4ee0572,0.0,0,5,0,1,1,0,0.0,9.333333333333334,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,3.0,1.0,3.0,0,6,9.333333,0,0,0,3,1.0,1,0,0,0,0,1,0,1,3,1,0,0,0,0,0,1,43.333333333333336,0,0,6,0,0
efc6b2628,ID_fa155fb4b,0.0,0,5,0,1,1,0,0.0,13.0,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,3.0,0.0,3.0,0,14,13.0,0,0,0,3,1.0,1,0,0,0,0,1,0,1,3,1,0,0,0,0,0,1,32.333333333333336,0,0,14,0,0
efd3aec61,ID_b7b5d6245,100000.0,0,5,0,1,0,0,0.0,7.0,1.0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,3.0,2.0,0.0,5.0,0,6,11.5,0,0,0,3,1.6666666,0,0,1,0,0,0,1,1,3,1,0,0,0,0,0,1,21.4,1,1,6,0,1
efe685865,ID_feec8baed,70000.0,0,3,0,1,1,0,0.0,8.0,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0.0,1.0,0.0,1.0,0,8,8.0,0,0,0,2,0.5,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,43.0,1,0,8,0,0
efec7e82c,ID_cb7206e8b,0.0,0,7,0,1,1,0,0.0,3.111111111111111,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,7.0,2.0,0.0,9.0,14,0,12.5,0,0,0,4,2.25,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,1,10.777777777777779,0,1,14,0,0
f006348ed,ID_8681c1ce5,0.0,0,5,0,1,1,0,0.0,7.0,2.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3.0,2.0,0.0,5.0,6,0,8.5,0,0,0,3,1.6666666,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,26.8,0,1,6,0,1
f01ee929b,ID_814ac6e34,0.0,0,3,0,1,1,0,0.0,4.5,3.0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1.0,1.0,0.0,2.0,0,6,6.0,0,0,0,2,1.0,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,26.5,0,1,6,0,1
f021e6e54,ID_d83a6bf88,140000.0,0,4,0,1,1,0,0.0,4.75,1.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2.0,2.0,0.0,4.0,7,0,6.5,0,0,0,2,2.0,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,1,22.0,1,1,7,0,0
f02c34403,ID_ec508350f,0.0,0,6,0,1,1,0,0.0,7.5,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,2.0,0.0,2.0,6,0,7.5,0,0,0,3,0.66666669,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,50.0,0,0,6,0,0
f09b89a8b,ID_8064863be,0.0,0,5,0,1,1,1,1.0,14.0,0.0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,2.0,1.0,2.0,0,14,14.0,0,0,0,3,0.66666669,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,44.5,0,0,14,0,0
f11c7362c,ID_d0f249f14,0.0,0,5,0,1,1,1,1.0,10.6,0.0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.0,5.0,0.0,5.0,6,0,10.6,0,0,0,3,1.6666666,1,0,0,0,0,0,0,1,5,0,0,0,0,0,1,0,33.2,0,0,6,0,0
f1265ca75,ID_7765d5db2,0.0,0,1,0,0,0,0,0.0,10.0,0.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0.0,1.0,0.0,1.0,0,10,10.0,0,0,0,1,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,64.0,0,0,10,0,1
f13d8a988,ID_b35164a71,0.0,0,5,0,1,1,0,0.0,7.0,0.0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,2.0,1.0,0.0,3.0,0,6,6.0,0,0,0,3,1.0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,24.0,0,1,6,0,0
f15aa1b48,ID_b8f0a8075,0.0,0,4,0,1,1,0,0.0,7.75,0.0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1.0,3.0,0.0,4.0,6,0,8.333333,0,0,0,2,2.0,1,0,0,0,0,0,0,1,3,0,1,0,0,0,0,1,28.0,0,1,6,0,0
f15e367ee,ID_ed183f39b,0.0,0,4,0,1,0,0,0.0,4.333333333333333,0.0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2.0,4.0,1.0,6.0,4,0,4.5,0,0,0,2,3.0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,32.666666666666664,0,1,4,0,0
f162a4d6c,ID_d2c3a03e5,0.0,0,5,0,1,1,0,0.0,10.0,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0.0,3.0,0.0,3.0,9,0,10.0,0,0,0,3,1.0,1,0,0,0,0,0,1,1,3,1,0,0,0,0,0,1,42.0,0,0,9,0,1
f1a9eef39,ID_cbfd1f1c9,160000.0,0,4,0,1,1,0,0.0,7.8,0.0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,3.0,2.0,0.0,5.0,0,7,12.0,1,0,0,2,2.5,0,0,1,0,0,0,1,1,4,1,0,0,0,0,0,1,24.4,1,1,7,0,1
f1add03a5,ID_d58746535,0.0,0,5,0,1,1,1,1.0,6.75,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1.0,3.0,0.0,4.0,0,7,6.3333335,0,0,0,3,1.3333334,1,0,0,0,0,0,1,1,4,1,0,0,0,0,0,1,33.5,0,1,7,0,0
f2058cc58,ID_b4dc6d76c,0.0,0,5,0,1,1,0,0.0,12.0,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1.0,3.0,0.0,4.0,0,12,14.0,0,1,0,3,1.3333334,1,0,0,0,0,0,1,1,3,1,0,0,0,0,0,1,32.75,0,1,12,0,0
