Year,life_expectancy,adult_mortality,alcohol,health_exp_pct_gdp,measles,bmi,gov_health_exp_pct,population,hdi_income,schooling,develop_status,id,log_hiv_aids,log_gdp_per_capita,thinness_avg,vaccination_index,postneonatal_deaths
2008,68.0,282.0,6.39,0.661540371,6,17.1,7.66,978169.0,0.438,10.4,0,Rwanda_2008,1.547562508716013,1.897428897167569,6.65,97.0,10
2007,59.6,295.0,6.78,7.409771603,26,16.5,8.49,944742.0,0.424,10.1,0,Rwanda_2007,1.791759469228055,3.825448020478385,6.75,97.33333333333333,10
2006,57.6,328.0,6.88,78.47020226,494,15.9,1.2,92658.0,0.404,9.3,0,Rwanda_2006,1.9740810260220096,5.838795854345215,6.8,99.0,12
2005,55.3,37.0,7.01,39.44666715,129,15.4,6.83,8991735.0,0.388,8.8,0,Rwanda_2005,2.0918640616783932,5.666190940602988,6.9,95.0,14
2004,53.4,397.0,6.75,31.93566186,386,14.9,6.24,8818438.0,0.371,8.2,0,Rwanda_2004,2.163323025660538,5.4718984955982775,7.0,89.0,16
2003,52.0,48.0,6.66,33.30286123,1064,14.5,6.34,868346.0,0.359,7.6,0,Rwanda_2003,2.2082744135228043,5.36439508891365,7.15,96.0,17
2002,57.0,415.0,7.82,1.9659778,2738,14.1,4.18,853625.0,0.343,7.2,0,Rwanda_2002,2.1972245773362196,5.286233550432843,7.300000000000001,87.0,19
2001,48.6,438.0,5.72,0.388253772,896,13.7,4.38,832946.0,0.332,7.1,0,Rwanda_2001,2.2082744135228043,3.116606260627755,7.45,78.0,21
2000,48.3,426.0,7.13,18.41791804,2095,13.2,4.22,82573.0,0.318,6.6,0,Rwanda_2000,2.2512917986064953,5.380693105969921,7.65,11.666666666666666,23
2015,75.2,138.0,9.97,1299.159757,0,47.5,6.72,178312.0,0.735,13.1,0,Saint Lucia_2015,0.09531017980432487,9.157466882369114,4.3,99.0,0
2014,75.0,139.0,9.97,1299.159757,0,46.7,6.72,177539.0,0.723,13.1,0,Saint Lucia_2014,0.09531017980432487,9.11382947159534,4.3,99.0,0
2013,74.8,141.0,9.73,1299.159757,0,45.9,7.85,176552.0,0.734,13.1,0,Saint Lucia_2013,0.09531017980432487,9.071997422354437,4.3,99.0,0
2012,74.7,142.0,9.99,1299.159757,0,45.2,8.35,175321.0,0.735,13.0,0,Saint Lucia_2012,0.09531017980432487,9.056839480990421,4.3,98.0,0
2011,74.6,143.0,10.43,1299.159757,0,44.5,7.58,173836.0,0.733,12.9,0,Saint Lucia_2011,0.09531017980432487,9.051110146405625,4.3,99.0,0
2010,74.2,147.0,10.87,851.450672,0,43.8,8.1,172178.0,0.724,12.8,0,Saint Lucia_2010,0.09531017980432487,9.004791129062925,4.3,97.0,0
2009,74.3,147.0,11.09,851.450672,0,43.0,8.12,170490.0,0.717,12.7,0,Saint Lucia_2009,0.09531017980432487,8.927048647825695,4.35,95.0,0
2008,74.1,149.0,12.09,851.450672,0,42.2,7.43,168842.0,0.71,12.6,0,Saint Lucia_2008,0.09531017980432487,8.988196320995057,4.35,96.0,0
2007,73.9,151.0,12.68,851.450672,0,41.3,6.81,167235.0,0.707,12.8,0,Saint Lucia_2007,0.09531017980432487,8.909910726701899,4.35,99.0,0
2006,73.5,155.0,13.45,153.1400362,0,4.4,6.37,165659.0,0.694,12.4,0,Saint Lucia_2006,0.09531017980432487,8.830543010616596,4.35,85.0,0
2005,73.1,16.0,12.32,149.659879,0,39.6,6.25,164103.0,0.689,12.2,0,Saint Lucia_2005,0.18232155679395465,8.724207360800564,4.4,95.0,0
2004,72.6,166.0,11.93,153.1400362,0,39.0,6.2,162560.0,0.686,12.3,0,Saint Lucia_2004,0.18232155679395465,8.669399124305569,4.4,91.0,0
2003,72.2,171.0,12.55,144.9850711,0,38.4,6.1,161048.0,0.684,12.4,0,Saint Lucia_2003,0.18232155679395465,8.572438665642215,4.4,61.333333333333336,0
2002,72.0,174.0,11.85,464.077513,0,37.9,6.33,159576.0,0.681,12.5,0,Saint Lucia_2002,0.09531017980432487,8.514389264083503,4.45,32.333333333333336,0
2001,71.8,178.0,12.03,75.36251406,0,37.3,6.1,158162.0,0.684,12.6,0,Saint Lucia_2001,0.262364264467491,8.487558386286548,4.5,99.0,0
2000,71.6,183.0,11.69,954.4865933,0,36.8,5.53,156746.0,0.684,12.8,0,Saint Lucia_2000,0.33647223662121295,8.541690663016626,4.5,7.333333333333333,0
2015,73.2,156.0,7.01,163.7676978,0,54.1,8.63,106960.0,0.72,13.3,0,Saint Vincent and the Grenadines_2015,0.09531017980432487,8.903135633035538,3.45,97.66666666666667,0
2014,73.1,157.0,7.01,163.7676978,0,53.1,8.63,107535.0,0.72,13.3,0,Saint Vincent and the Grenadines_2014,0.09531017980432487,8.877660933593667,3.45,97.66666666666667,0
2013,72.7,161.0,7.07,163.7676978,0,52.2,5.21,108135.0,0.717,13.3,0,Saint Vincent and the Grenadines_2013,0.09531017980432487,8.86403999703599,3.45,97.0,0
2012,72.8,159.0,6.93,163.7676978,0,51.2,8.48,108736.0,0.713,13.3,0,Saint Vincent and the Grenadines_2012,0.09531017980432487,8.812099108957337,3.5,96.0,0
2011,72.7,16.0,7.02,629.2018591,0,5.3,4.99,109349.0,0.712,13.3,0,Saint Vincent and the Grenadines_2011,0.09531017980432487,8.784009071186633,3.5,96.0,0
2010,72.5,162.0,7.0,163.7676978,0,49.3,4.71,109959.0,0.711,13.3,0,Saint Vincent and the Grenadines_2010,0.09531017980432487,8.787678239039497,3.5,99.0,0
2009,72.3,165.0,6.85,163.7676978,0,48.4,5.13,110508.0,0.709,13.3,0,Saint Vincent and the Grenadines_2009,0.18232155679395465,8.774158291205957,3.55,99.0,0
2008,72.1,167.0,6.92,163.7676978,0,47.5,4.7,111028.0,0.704,13.3,0,Saint Vincent and the Grenadines_2008,0.262364264467491,8.794824928014517,3.6,99.0,0
2007,71.9,17.0,5.89,629.2018591,0,46.6,3.92,111531.0,0.702,13.3,0,Saint Vincent and the Grenadines_2007,0.262364264467491,8.76389700713946,3.6,99.0,0
2006,71.7,173.0,5.93,163.7676978,0,45.7,3.88,112014.0,0.695,13.3,0,Saint Vincent and the Grenadines_2006,0.262364264467491,8.656259239539235,3.6500000000000004,99.0,0
2005,71.4,177.0,6.04,670.0920883,0,44.7,3.66,112450.0,0.692,13.3,0,Saint Vincent and the Grenadines_2005,0.18232155679395465,8.54830418644129,3.7,97.0,0
2004,71.2,181.0,5.42,163.7676978,0,43.8,3.72,112835.0,0.689,13.2,0,Saint Vincent and the Grenadines_2004,0.33647223662121295,8.491670234185152,3.75,99.0,0
2003,71.0,184.0,5.1,163.7676978,0,42.9,3.91,113141.0,0.682,13.0,0,Saint Vincent and the Grenadines_2003,0.33647223662121295,8.412054873292933,3.8,76.33333333333333,0
2002,79.0,186.0,4.94,366.4841804,0,42.0,3.93,113347.0,0.677,12.9,0,Saint Vincent and the Grenadines_2002,0.33647223662121295,8.36730010184162,3.8499999999999996,99.0,0
2001,79.0,186.0,4.73,366.4841804,0,41.0,3.64,113501.0,0.673,12.8,0,Saint Vincent and the Grenadines_2001,0.5306282510621704,8.311889558230359,3.9,99.0,0
2000,79.0,186.0,4.8,366.4841804,0,4.1,3.73,113545.0,0.673,12.7,0,Saint Vincent and the Grenadines_2000,0.5306282510621704,8.234830280442056,3.95,98.66666666666667,0
2015,74.0,125.0,0.01,660.2777923,0,74.7,6.91,193759.0,0.702,12.9,0,Samoa_2015,0.09531017980432487,8.330951186257584,0.15000000000000002,62.0,0
2014,73.8,128.0,0.01,660.2777923,0,74.3,7.22,19229.0,0.701,12.9,0,Samoa_2014,0.09531017980432487,8.338060154445875,0.15000000000000002,59.0,0
2013,73.6,131.0,0.01,698.3522786,0,73.8,6.91,19757.0,0.7,12.9,0,Samoa_2013,0.09531017980432487,8.34774471502918,0.15000000000000002,45.0,0
2012,73.2,136.0,0.01,492.0552263,1,73.4,5.2,189194.0,0.698,12.9,0,Samoa_2012,0.09531017980432487,8.35126951776137,0.15000000000000002,63.333333333333336,0
2011,73.0,139.0,2.15,558.7206486,0,72.9,5.8,187665.0,0.693,12.9,0,Samoa_2011,0.09531017980432487,8.279946329303169,0.15000000000000002,43.0,0
2010,72.6,144.0,3.01,434.7940679,8,72.5,5.7,18625.0,0.69,12.9,0,Samoa_2010,0.09531017980432487,8.147429370348055,0.2,58.666666666666664,0
2009,76.0,172.0,2.88,42.12368374,0,72.0,5.4,184826.0,0.691,12.9,0,Samoa_2009,0.09531017980432487,5.817446930966764,0.2,46.0,0
2008,72.5,146.0,3.97,47.35260547,0,71.4,4.52,183526.0,0.688,12.9,0,Samoa_2008,0.09531017980432487,5.888385399372501,0.2,30.666666666666668,0
2007,72.2,149.0,3.85,47.73638191,0,7.9,5.25,182286.0,0.682,12.9,0,Samoa_2007,0.09531017980432487,5.779332400266593,0.2,49.333333333333336,0
2006,72.0,153.0,3.52,40.22855669,0,7.3,4.68,18194.0,0.677,12.7,0,Samoa_2006,0.09531017980432487,5.666301763354642,0.2,37.0,0
2005,71.6,16.0,3.63,287.4671305,0,69.7,4.47,179929.0,0.671,12.6,0,Samoa_2005,0.09531017980432487,7.852541081710915,0.2,48.333333333333336,0
2004,71.4,162.0,3.62,310.6117683,0,68.9,4.45,178781.0,0.665,12.4,0,Samoa_2004,0.09531017980432487,7.763165065691834,0.2,45.0,0
2003,79.0,169.0,4.17,24.99717134,0,68.2,4.71,177662.0,0.659,12.3,0,Samoa_2003,0.09531017980432487,5.289751635194422,0.2,82.66666666666667,0
2002,76.0,174.0,3.3,208.1688437,0,67.4,5.1,176582.0,0.653,12.1,0,Samoa_2002,0.09531017980432487,7.397817182990512,0.2,85.66666666666667,0
2001,75.0,175.0,3.43,199.4118322,0,66.5,5.16,175566.0,0.645,12.0,0,Samoa_2001,0.09531017980432487,7.350178613261861,0.2,85.66666666666667,0
2000,72.0,18.0,3.0,21.2543002,0,65.6,5.31,17461.0,0.64,12.1,0,Samoa_2000,0.09531017980432487,5.047861904963873,0.2,92.66666666666667,0
2015,67.5,19.0,0.01,225.7307751,0,3.9,1.37,200291.0,0.565,11.2,0,Sao Tome and Principe_2015,0.18232155679395465,7.176254532017144,5.4,96.0,0
2014,67.3,191.0,0.01,225.7307751,0,3.1,8.35,196767.0,0.562,11.1,0,Sao Tome and Principe_2014,0.18232155679395465,7.313886831633462,5.5,95.0,0
2013,67.1,192.0,0.01,200.6600988,0,29.3,9.76,193148.0,0.559,11.0,0,Sao Tome and Principe_2013,0.18232155679395465,7.2399325913204695,5.6,97.0,0
2012,66.9,194.0,0.01,8.198047581,0,28.5,8.6,189439.0,0.553,10.8,0,Sao Tome and Principe_2012,0.4054651081081644,7.107425474110705,5.800000000000001,96.0,0
2011,66.6,198.0,5.69,7.495401346,0,27.7,5.44,185649.0,0.546,10.6,0,Sao Tome and Principe_2011,0.4054651081081644,7.114769448366463,5.95,96.0,0
2010,66.2,24.0,5.58,63.04032682,0,26.9,5.24,181802.0,0.542,10.6,0,Sao Tome and Principe_2010,0.4054651081081644,6.956545443151569,6.05,98.0,0
2009,65.8,21.0,4.13,11.13608747,0,26.2,6.65,177853.0,0.533,10.1,0,Sao Tome and Principe_2009,0.6418538861723948,7.029087564149662,6.25,98.33333333333333,0
2008,65.4,215.0,4.36,62.8565863,0,25.4,5.66,173793.0,0.531,10.4,0,Sao Tome and Principe_2008,0.6418538861723948,6.9874902470009905,6.45,99.0,0
2007,65.1,217.0,4.14,49.93698173,0,24.7,7.44,169700.0,0.527,10.3,0,Sao Tome and Principe_2007,0.7884573603642702,6.748759547491679,6.65,94.0,0
2006,64.7,22.0,5.46,47.08931143,0,24.0,7.84,165638.0,0.521,10.2,0,Sao Tome and Principe_2006,0.7884573603642702,6.692083742506628,6.85,89.66666666666667,0
2005,64.3,222.0,5.27,10.8139134,0,23.4,1.4,161639.0,0.514,10.0,0,Sao Tome and Principe_2005,0.9555114450274363,6.652863029353347,7.0,96.66666666666667,0
2004,63.8,224.0,5.78,9.013493879,0,22.8,9.94,157705.0,0.509,9.8,0,Sao Tome and Principe_2004,0.9555114450274363,6.498282149476434,7.2,67.33333333333333,0
2003,63.4,225.0,6.54,86.42744056,0,22.2,11.12,153814.0,0.504,9.7,0,Sao Tome and Principe_2003,0.9555114450274363,6.432940092739179,7.4,77.0,0
2002,63.1,226.0,5.8,50.80181435,0,21.7,1.21,149922.0,0.501,9.6,0,Sao Tome and Principe_2002,0.8754687373538999,6.280395838960195,7.6,75.66666666666667,0
2001,62.8,225.0,5.02,3.841228575,0,21.1,1.28,146375.0,0.497,9.4,0,Sao Tome and Principe_2001,0.9162907318741551,6.194405391104672,7.8,62.0,0
2000,62.6,224.0,5.07,3.841228575,0,2.7,8.86,144018.0,0.488,9.3,0,Sao Tome and Principe_2000,0.9162907318741551,6.280395838960195,8.05,70.66666666666667,0
2015,74.5,88.0,0.09,2017.643131,219,68.2,3.57,33695303.0,0.845,16.1,0,Saudi Arabia_2015,0.09531017980432487,7.913470438096962,7.699999999999999,97.66666666666667,1
2014,74.4,88.0,0.09,2017.643131,154,67.3,4.68,32749848.0,0.841,15.8,0,Saudi Arabia_2014,0.09531017980432487,10.10954329529668,7.6,98.0,2
2013,74.3,89.0,0.09,2047.113102,1164,66.4,4.25,31940306.0,0.83,15.2,0,Saudi Arabia_2013,0.09531017980432487,10.124043203723563,7.55,98.0,1
2012,74.1,9.0,0.09,196.3808305,294,65.6,3.86,31170051.0,0.818,14.5,0,Saudi Arabia_2012,0.09531017980432487,7.837927692920391,7.45,98.0,1
2011,73.9,92.0,0.09,173.5755595,362,64.7,3.57,30344057.0,0.804,13.9,0,Saudi Arabia_2011,0.09531017980432487,7.774329321394833,7.4,98.0,1
2010,73.7,94.0,0.09,1197.946328,334,63.9,3.49,29411929.0,0.792,13.3,0,Saudi Arabia_2010,0.09531017980432487,9.865816176060687,7.35,98.0,1
2009,73.4,97.0,0.09,117.9227998,82,63.1,4.9,28245671.0,0.787,13.0,0,Saudi Arabia_2009,0.09531017980432487,7.435610925219532,7.3,98.0,2
2008,73.3,98.0,0.09,15.50666857,158,62.4,2.87,27517709.0,0.779,12.8,0,Saudi Arabia_2008,0.09531017980432487,5.475761799484698,7.25,98.0,1
2007,73.2,99.0,0.1,1307.89002,4648,61.6,3.49,26711885.0,0.773,12.7,0,Saudi Arabia_2007,0.09531017980432487,9.709488063344455,7.25,96.0,1
2006,73.2,1.0,0.08,1395.454965,807,6.9,3.55,25877544.0,0.767,12.5,0,Saudi Arabia_2006,0.09531017980432487,9.637936762584648,7.25,96.0,1
2005,73.1,11.0,0.05,1117.048134,373,6.2,3.42,25069871.0,0.761,12.4,0,Saudi Arabia_2005,0.09531017980432487,9.528126931494322,7.25,96.33333333333333,1
2004,73.1,12.0,0.06,816.4795082,1880,59.4,3.58,24307673.0,0.754,12.3,0,Saudi Arabia_2004,0.09531017980432487,9.318286256685422,7.25,96.0,2
2003,73.0,13.0,0.05,832.3688708,1208,58.5,4.2,23591659.0,0.747,12.2,0,Saudi Arabia_2003,0.09531017980432487,9.166227372723121,7.25,95.0,2
2002,72.9,15.0,0.05,688.0972667,311,57.7,4.28,22904894.0,0.745,12.1,0,Saudi Arabia_2002,0.09531017980432487,9.066043990618853,7.3,95.66666666666667,1
2001,72.8,17.0,0.05,710.4952397,155,56.9,4.49,22227315.0,0.742,12.0,0,Saudi Arabia_2001,0.09531017980432487,9.064677911733874,7.3,96.33333333333333,2
2000,72.6,11.0,0.05,782.1799815,0,56.2,4.24,21547397.0,0.737,11.8,0,Saudi Arabia_2000,0.09531017980432487,9.119096882436466,7.35,94.33333333333333,2
2015,66.7,188.0,0.26,12.80528533,58,24.3,4.66,14976994.0,0.491,9.5,0,Senegal_2015,0.262364264467491,4.602422559717835,9.4,87.66666666666667,7
2014,66.4,192.0,0.26,12.80528533,32,23.8,4.66,14546111.0,0.483,9.1,0,Senegal_2014,0.262364264467491,5.033334851953176,9.6,87.66666666666667,8
2013,66.0,196.0,0.26,11.8385319,17,23.2,4.51,141232.0,0.474,8.7,0,Senegal_2013,0.262364264467491,5.010050796644229,9.8,91.0,8
2012,65.6,2.0,0.28,10.20659464,46,22.7,4.31,1373513.0,0.463,8.3,0,Senegal_2012,0.33647223662121295,4.92327331019666,5.45,88.33333333333333,9
2011,64.9,26.0,0.32,1.431051664,18,22.2,4.42,13391.0,0.455,7.9,0,Senegal_2011,0.33647223662121295,2.9576778000787693,1.15,91.0,11
2010,64.3,212.0,0.28,1.020071763,428,21.7,4.62,12916229.0,0.449,7.7,0,Senegal_2010,0.33647223662121295,2.5361839565477493,1.35,84.66666666666667,11
2009,63.5,219.0,0.3,1.177477677,999,21.2,4.81,1255917.0,0.444,7.5,0,Senegal_2009,0.4054651081081644,2.6076008650939193,1.55,85.0,12
2008,62.8,225.0,0.28,1.08833088,6,2.8,4.94,1223957.0,0.435,7.1,0,Senegal_2008,0.4700036292457356,2.512585044394053,1.75,87.66666666666667,12
2007,62.1,23.0,0.32,8.309152927,11,2.3,4.72,11873557.0,0.425,6.8,0,Senegal_2007,0.5306282510621704,4.568483921285308,6.45,93.66666666666667,14
2006,61.3,236.0,0.34,10.43022617,3,19.9,5.44,11556763.0,0.422,6.6,0,Senegal_2006,0.5306282510621704,4.509080958805145,11.149999999999999,89.0,15
2005,65.0,242.0,0.33,96.03725103,0,19.5,5.35,11251266.0,0.415,6.4,0,Senegal_2005,0.5306282510621704,6.65269510725522,11.350000000000001,84.0,17
2004,59.7,247.0,0.35,66.02236299,31,19.1,5.68,1955944.0,0.408,6.2,0,Senegal_2004,0.5306282510621704,6.599301372665193,11.55,76.0,18
2003,59.0,251.0,0.33,62.21977893,1519,18.7,5.4,16799.0,0.401,5.9,0,Senegal_2003,0.5306282510621704,6.467335789598693,11.75,74.33333333333333,19
2002,58.4,252.0,0.36,49.73511396,18184,18.3,5.6,1396861.0,0.397,5.7,0,Senegal_2002,0.5306282510621704,6.242733388238698,11.95,13.0,22
2001,57.9,251.0,0.34,6.064221202,24789,17.9,4.98,1134497.0,0.381,5.4,0,Senegal_2001,0.4700036292457356,6.178540195694732,12.1,35.666666666666664,23
2000,57.5,25.0,0.29,5.397368532,5839,17.5,4.63,988452.0,0.378,5.2,0,Senegal_2000,0.4054651081081644,6.162163362432752,12.3,48.0,23
2015,75.6,121.0,9.09,8.617208431,383,6.0,1.12,795383.0,0.775,14.4,0,Serbia_2015,0.09531017980432487,8.563743770347704,2.0,94.66666666666667,0
2014,75.4,123.0,9.09,8.617208431,37,59.4,1.37,713576.0,0.771,14.3,0,Serbia_2014,0.09531017980432487,4.145880493004394,2.1,92.66666666666667,0
2013,75.3,122.0,9.16,880.6403367,1,58.9,1.12,7164132.0,0.766,14.1,0,Serbia_2013,0.09531017980432487,8.756969863502134,2.1,94.33333333333333,0
2012,74.9,126.0,9.38,742.5109709,0,58.3,9.89,719977.0,0.767,14.0,0,Serbia_2012,0.09531017980432487,8.641246730752487,2.1,93.66666666666667,0
2011,74.6,127.0,9.56,915.3190791,370,57.7,9.72,723499.0,0.757,13.5,0,Serbia_2011,0.09531017980432487,8.767841675360984,2.2,94.0,0
2010,74.4,128.0,9.65,774.4396617,20,57.0,1.9,7291436.0,0.755,13.6,0,Serbia_2010,0.09531017980432487,8.596536104752362,2.25,90.33333333333333,0
2009,74.1,131.0,9.85,820.8109098,1,56.4,9.9,73287.0,0.754,13.6,0,Serbia_2009,0.09531017980432487,8.66945992115201,2.3,95.0,0
2008,74.0,132.0,9.54,96.33237912,2,55.8,1.5,735222.0,0.749,13.5,0,Serbia_2008,0.09531017980432487,6.511409334125803,2.3499999999999996,94.33333333333333,0
2007,73.8,132.0,9.3,772.8700353,201,55.1,1.2,7381579.0,0.743,13.5,0,Serbia_2007,0.09531017980432487,8.605043198290836,2.4,95.33333333333333,0
2006,73.6,133.0,8.58,541.8243468,2,54.5,8.99,7411569.0,0.739,13.4,0,Serbia_2006,0.09531017980432487,8.326216383609475,2.5,94.0,0
2005,73.0,135.0,9.6,503.1115947,2,53.9,8.7,744769.0,0.73,13.2,0,Serbia_2005,0.09531017980432487,8.168807170668426,2.55,87.0,0
2004,73.0,134.0,7.42,462.7076756,11,53.3,8.24,7463157.0,0.72,13.1,0,Serbia_2004,0.09531017980432487,8.111396658192836,2.6,91.0,0
2003,73.0,134.0,7.25,389.7515212,15,52.8,8.13,748591.0,0.715,13.0,0,Serbia_2003,0.09531017980432487,7.94926674744587,2.7,91.0,0
2002,72.9,133.0,6.95,292.6142378,63,52.2,8.9,7496522.0,0.715,13.2,0,Serbia_2002,0.09531017980432487,7.673685525824081,2.75,87.66666666666667,0
2001,73.1,135.0,7.53,222.5065705,35,51.7,6.89,753433.0,0.709,13.1,0,Serbia_2001,0.09531017980432487,7.399933481264702,2.8,84.0,0
2000,72.6,141.0,7.38,11.85928108,38,51.2,6.53,7516346.0,0.702,13.0,0,Serbia_2000,0.09531017980432487,4.478887034992506,2.8499999999999996,88.66666666666667,1
2015,73.2,168.0,0.01,151.1045552,0,37.4,4.81,93419.0,0.781,14.1,0,Seychelles_2015,0.09531017980432487,7.339838948727635,5.85,97.33333333333333,0
2014,73.0,17.0,0.01,151.1045552,0,36.2,3.37,91359.0,0.766,13.2,0,Seychelles_2014,0.09531017980432487,7.351658050150123,5.85,99.0,0
2013,72.9,172.0,0.01,1521.672751,0,35.5,3.58,89949.0,0.762,13.5,0,Seychelles_2013,0.09531017980432487,9.660673547002993,5.9,98.33333333333333,0
2012,72.7,174.0,0.01,177.2633961,0,34.8,4.8,8833.0,0.755,13.5,0,Seychelles_2012,0.09531017980432487,9.460801273996049,5.9,98.33333333333333,0
2011,72.6,177.0,9.72,1121.475547,0,34.2,3.38,87441.0,0.744,13.3,0,Seychelles_2011,0.09531017980432487,9.408449283415358,5.9,99.0,0
2010,72.4,18.0,6.51,16.49232317,0,33.5,3.59,8977.0,0.74,13.2,0,Seychelles_2010,0.09531017980432487,5.224048835351556,6.0,99.0,0
2009,72.3,182.0,4.94,75.2256582,0,32.4,2.64,87298.0,0.739,13.2,0,Seychelles_2009,0.09531017980432487,6.885465292772042,6.0,99.0,0
2008,72.2,184.0,6.33,701.8526364,0,31.8,2.64,86956.0,0.739,13.2,0,Seychelles_2008,0.09531017980432487,9.316847872595195,6.1,99.0,0
2007,72.2,185.0,8.12,916.4741775,1,31.2,3.3,8533.0,0.733,13.1,0,Seychelles_2007,0.09531017980432487,9.40556416413955,6.1,99.0,0
2006,72.2,185.0,8.12,102.373909,10,3.7,3.73,846.0,0.728,13.1,0,Seychelles_2006,0.09531017980432487,7.102828412740577,6.1,99.0,0
2005,72.2,185.0,7.82,21.4653132,0,3.1,3.91,82858.0,0.712,12.1,0,Seychelles_2005,0.09531017980432487,7.08466002464203,6.2,99.0,0
2004,72.1,186.0,7.91,12.94324581,0,29.2,4.17,82475.0,0.715,12.3,0,Seychelles_2004,0.09531017980432487,7.071283602370448,6.2,99.0,0
2003,72.1,185.0,7.41,843.1186662,0,28.7,4.64,82781.0,0.713,12.1,0,Seychelles_2003,0.09531017980432487,9.050871050751367,6.3,99.0,0
2002,72.1,186.0,11.15,562.3601848,0,28.1,4.21,83723.0,0.712,12.1,0,Seychelles_2002,0.09531017980432487,9.027890246557636,6.35,99.0,0
2001,72.0,187.0,6.72,643.7035752,0,27.6,4.45,8122.0,0.714,12.2,0,Seychelles_2001,0.09531017980432487,8.944307299656069,6.4,96.0,0
2000,71.8,188.0,8.24,601.7608115,0,27.1,4.62,81131.0,0.714,12.3,0,Seychelles_2000,0.09531017980432487,8.933248891373347,6.5,98.0,0
2015,51.0,413.0,0.01,1.443286353,607,24.4,11.24,723725.0,0.431,9.5,0,Sierra Leone_2015,0.4054651081081644,6.377641891454987,7.35,86.0,8
2014,48.1,463.0,0.01,1.443286353,1006,23.8,11.9,779162.0,0.426,9.5,0,Sierra Leone_2014,0.4700036292457356,4.37499541976549,7.45,83.0,9
2013,54.0,47.0,0.01,1.321464076,15,23.3,11.59,692279.0,0.413,9.3,0,Sierra Leone_2013,0.5877866649021191,4.287972787602991,7.65,92.0,10
2012,49.7,411.0,0.01,54.56033696,678,22.7,11.24,676613.0,0.401,9.1,0,Sierra Leone_2012,0.6418538861723948,6.333099192501591,7.85,91.0,10
2011,48.9,418.0,3.78,54.6659175,1865,22.2,11.98,6611692.0,0.392,8.9,0,Sierra Leone_2011,0.832909122935104,6.101495389790547,8.05,88.66666666666667,12
2010,48.1,424.0,3.84,5.347717533,1089,21.7,1.32,645872.0,0.384,8.7,0,Sierra Leone_2010,0.9555114450274363,3.831429202596231,8.25,85.33333333333333,13
2009,47.1,433.0,3.97,49.8371267,31,21.2,13.13,63126.0,0.375,8.5,0,Sierra Leone_2009,0.9932517730102833,5.980386521493523,8.45,83.0,14
2008,46.2,441.0,3.91,5.379606465,44,2.7,1.29,6165372.0,0.367,8.3,0,Sierra Leone_2008,1.0647107369924282,3.858114036302006,8.7,76.33333333333333,15
2007,45.3,45.0,3.86,45.57108889,0,2.2,1.12,615417.0,0.357,8.2,0,Sierra Leone_2007,1.1631508098056809,5.8856246710197455,8.9,63.333333333333336,16
2006,44.3,464.0,3.8,38.00075788,33,19.7,1.68,5848692.0,0.348,8.0,0,Sierra Leone_2006,1.1631508098056809,5.778622341766598,9.1,68.66666666666667,16
2005,43.3,48.0,3.83,42.08892911,29,19.2,12.25,5658379.0,0.341,7.8,0,Sierra Leone_2005,1.1631508098056809,5.665350656803177,9.3,65.0,17
2004,42.3,496.0,3.99,38.52454761,7,18.8,11.66,5439695.0,0.332,7.6,0,Sierra Leone_2004,1.1314021114911006,5.576501287785526,9.5,70.33333333333333,17
2003,41.5,57.0,4.07,38.61473209,586,18.4,11.69,5199549.0,0.322,7.4,0,Sierra Leone_2003,1.0647107369924282,5.57883067167944,9.75,67.33333333333333,17
2002,48.0,513.0,4.06,36.59114895,568,17.9,11.96,4957216.0,0.306,7.2,0,Sierra Leone_2002,0.9932517730102833,5.525212041592405,5.45,61.333333333333336,18
2001,41.0,519.0,4.21,33.34691455,649,17.5,11.83,4739147.0,0.302,7.0,0,Sierra Leone_2001,0.9162907318741551,5.432758530829796,1.15,51.0,18
2000,39.0,533.0,3.97,20.39568283,3575,17.2,13.63,4564297.0,0.292,6.7,0,Sierra Leone_2000,0.7884573603642702,4.943888280210661,1.35,55.666666666666664,19
2015,83.1,55.0,1.79,7971.646361,0,33.2,4.22,5535000.0,0.924,15.4,1,Singapore_2015,0.09531017980432487,10.889877642768127,2.2,96.0,0
2014,82.9,56.0,1.83,7971.646361,0,32.9,4.92,5469700.0,0.922,15.4,1,Singapore_2014,0.09531017980432487,10.939119632378217,2.2,96.0,0
2013,82.7,57.0,1.83,714.3441019,138,32.7,4.53,5399200.0,0.92,15.4,1,Singapore_2013,0.09531017980432487,8.635898315596078,2.2,97.0,0
2012,82.5,59.0,1.89,6041.858981,42,32.4,4.22,5312400.0,0.917,15.4,1,Singapore_2012,0.09531017980432487,10.904710471197921,2.1500000000000004,97.0,0
2011,82.2,6.0,1.8,638.0001097,148,32.1,3.93,5183700.0,0.911,15.2,1,Singapore_2011,0.09531017980432487,10.881205893111145,2.1,96.0,0
2010,82.0,61.0,1.84,4540.543752,50,31.8,3.96,5076700.0,0.889,14.5,1,Singapore_2010,0.09531017980432487,10.748726427023076,2.1,96.0,0
2009,81.7,62.0,1.73,462.9306986,16,31.5,4.27,4987600.0,0.887,14.4,1,Singapore_2009,0.09531017980432487,10.560451914584625,2.1,96.66666666666667,0
2008,81.4,64.0,1.7,3404.13099,18,31.2,3.91,4839400.0,0.88,14.2,1,Singapore_2008,0.09531017980432487,10.589672598583803,2.1,97.0,0
